Employee_Name,EmpID,MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,PositionID,Position,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences,Exit_Interview_Feedback,Internal_Transfer_Request,Avg_Overtime_Hours,Distance_From_Home_Km,Remote_Work_Frequency,Age
"Stoica, Rick",10266,1,1,1,1,5,3,0,61355,19,22,10,2301,1985-03-14,1,1,2,No,1,2/17/2014,11/4/2015,3,Active,3,Kelley Spirea,18.0,LinkedIn,Fully Meets,4.7,3,0,1/11/2019,0,4,N/A - Still Employed,No request made,14.7,41.8,0,39
"Gold, Shenice  ",10243,0,0,0,1,5,3,0,53018,19,22,10,2451,1992-06-18,0,3,2,Yes,5,11/11/2013,11/4/2015,3,Active,3,Ketsia Liebig,19.0,Indeed,Fully Meets,4.3,5,0,2/18/2019,0,7,N/A - Still Employed,No request made,1.0,19.8,1,32
"Engdahl, Jean",10247,0,0,1,1,5,3,0,48888,19,22,10,2026,2074-05-31,1,3,2,No,5,11/10/2014,11/4/2015,3,Active,3,Kelley Spirea,18.0,LinkedIn,Fully Meets,4.7,5,0,2/13/2019,0,8,N/A - Still Employed,Seeking a change in management style.,1.8,8.1,0,-50
"Robinson, Cherly",10285,1,1,0,4,5,2,0,61422,19,22,10,1460,1985-01-07,0,1,2,No,5,1/10/2011,5/17/2016,4,Terminated for Cause,3,Ketsia Liebig,19.0,Indeed,Needs Improvement,3.6,3,0,4/5/2016,4,16,Felt the growth opportunities were limited in the current department.,No request made,7.6,35.7,1,39
"Onque, Jasmine",10121,0,0,0,1,6,3,0,63051,3,2,5,33174,1990-05-11,0,3,2,Yes,5,9/30/2013,11/4/2015,3,Active,4,Lynn Daneault,21.0,Indeed,Fully Meets,4.28,3,0,1/25/2019,0,1,N/A - Still Employed,No request made,13.4,3.2,2,34
"Patronick, Lucas",10005,0,0,1,5,4,4,1,108987,24,27,10,1844,1979-02-20,1,3,2,No,2,11/7/2011,9/7/2015,0,Voluntarily Terminated,5,Alex Sweetwater,10.0,Diversity Job Fair,Exceeds,5.0,5,3,8/16/2015,0,13,Management style didn't align with my personal work ethics.,No request made,8.2,35.7,2,45
"Carr, Claudia  N",10082,0,0,0,2,3,3,0,100031,27,30,10,1886,1986-06-06,0,3,2,No,2,6/30/2016,11/4/2015,3,Active,2,Simon Roup,4.0,LinkedIn,Fully Meets,5.0,5,6,2/18/2019,0,7,N/A - Still Employed,No request made,9.3,34.5,4,38
"Shields, Seffi",10091,1,1,0,1,5,3,0,52087,19,22,10,2149,1985-08-24,0,1,2,No,5,8/19/2013,11/4/2015,3,Active,3,Amy Dunn,11.0,LinkedIn,Fully Meets,4.81,4,0,2/15/2019,0,15,N/A - Still Employed,No request made,14.0,6.8,0,39
"Wilkes, Annie",10204,0,2,0,5,5,3,0,58062,19,22,10,1876,1983-07-30,0,0,2,No,5,1/10/2011,5/14/2012,0,Voluntarily Terminated,3,Ketsia Liebig,19.0,Google Search,Fully Meets,3.6,5,0,2/6/2011,0,9,The role evolved into something different than what was described during hiring.,No request made,3.3,36.7,0,41
"Squatrito, Kristen",10030,0,2,0,5,5,4,0,62425,19,22,10,2359,2073-03-26,0,0,2,No,5,5/13/2013,6/29/2015,17,Voluntarily Terminated,3,David Stanley,14.0,LinkedIn,Exceeds,4.1,4,0,3/2/2015,0,16,Management style didn't align with my personal work ethics.,No request made,6.2,48.0,0,-49
"Ndzi, Horia",10185,1,1,1,5,5,3,0,46664,19,22,10,2421,1983-03-28,1,1,2,No,5,4/1/2013,5/25/2016,11,Voluntarily Terminated,3,Amy Dunn,11.0,Employee Referral,Fully Meets,3.18,3,0,3/6/2016,0,10,Offered a significantly higher salary at a competitor.,No request made,4.0,24.6,0,41
"Barton, Nader",10066,0,2,1,5,5,3,0,52505,19,22,10,2747,1977-07-15,1,0,2,No,5,9/24/2012,4/6/2017,0,Voluntarily Terminated,3,Michael Albert,22.0,On-line Web application,Fully Meets,5.0,5,0,3/2/2017,0,1,Found a position that allows for 100% remote work.,No request made,5.1,25.9,0,47
"Cierpiszewski, Caroline  ",10168,0,0,0,1,5,3,0,64816,19,22,10,2044,1988-05-31,0,3,1,No,2,10/3/2011,11/4/2015,3,Active,3,Ketsia Liebig,19.0,Indeed,Fully Meets,3.58,5,0,1/30/2019,0,3,N/A - Still Employed,No request made,7.3,14.2,0,36
"Foreman, Tanya",10163,1,1,0,5,5,3,0,55965,20,23,10,2170,1983-11-08,0,1,2,No,5,4/4/2011,1/9/2013,5,Voluntarily Terminated,3,Ketsia Liebig,19.0,Google Search,Fully Meets,3.66,3,0,1/7/2012,0,6,The workload was consistently exceeding 50 hours a week without recognition.,No request made,14.7,27.7,1,41
"Sullivan, Timothy",10117,1,1,1,1,5,3,0,63025,19,22,10,2747,1982-10-07,1,1,2,Yes,5,1/5/2015,11/4/2015,3,Active,3,Michael Albert,22.0,Google Search,Fully Meets,4.36,5,0,1/24/2019,0,10,N/A - Still Employed,No request made,2.1,26.5,1,42
"Quinn, Sean",10131,1,1,1,5,1,3,1,83363,23,27,10,2045,1984-11-06,1,1,0,No,2,2/21/2011,8/15/2015,5,Voluntarily Terminated,5,Janet King,2.0,Diversity Job Fair,Fully Meets,4.15,4,0,4/19/2014,0,4,Decided to return to school full-time for an MBA.,No request made,14.3,39.3,2,40
"Trang, Mei",10287,0,0,0,1,5,2,0,63025,19,22,10,2021,1983-05-16,0,3,2,No,5,2/17/2014,11/4/2015,3,Active,3,David Stanley,14.0,LinkedIn,Needs Improvement,2.44,5,0,2/11/2019,4,18,N/A - Still Employed,No request made,10.7,16.8,0,41
"Ngodup, Shari ",10037,0,3,0,1,5,4,1,52984,19,22,10,1810,2067-06-03,0,2,2,No,2,4/1/2013,11/4/2015,3,Active,3,Brannon Miller,12.0,Diversity Job Fair,Exceeds,4.0,3,0,2/13/2019,0,12,N/A - Still Employed,Interested in joining the IT department to leverage technical skills.,1.1,4.6,0,-43
"Latif, Mohammed",10249,1,1,1,5,5,3,0,61962,20,23,10,2126,1984-05-09,1,1,2,No,5,4/2/2012,4/15/2013,11,Voluntarily Terminated,3,Kissy Sullivan,20.0,Google Search,Fully Meets,4.9,3,0,2/20/2013,0,20,Offered a significantly higher salary at a competitor.,No request made,10.7,14.7,0,40
"Chan, Lin",10210,0,0,0,1,5,3,0,54237,19,22,10,2170,1979-02-12,0,3,2,No,5,5/12/2014,11/4/2015,3,Active,3,Elijiah Gray,16.0,Indeed,Fully Meets,3.3,4,0,2/19/2019,0,11,N/A - Still Employed,No request made,11.7,22.9,0,45
"Peters, Lauren",10032,1,1,0,5,5,4,0,57954,20,23,10,1886,1986-08-17,0,1,2,No,5,5/16/2011,2/4/2013,11,Voluntarily Terminated,3,Ketsia Liebig,19.0,Indeed,Exceeds,4.2,5,0,1/10/2013,0,12,The role evolved into something different than what was described during hiring.,No request made,9.4,45.7,0,38
"Monroe, Peter",10288,1,1,1,1,3,2,1,157000,13,15,10,2134,1986-10-05,1,1,0,Yes,2,2/15/2012,11/4/2015,3,Active,2,Jennifer Zamora,5.0,Diversity Job Fair,Needs Improvement,2.39,3,6,2/22/2019,4,13,N/A - Still Employed,No request made,3.9,25.9,2,38
"Smith, Leigh Ann",10153,1,1,0,5,1,3,1,55000,2,1,10,1844,1987-06-14,0,1,2,No,2,9/26/2011,9/25/2013,5,Voluntarily Terminated,0,Brandon R. LeBlanc,1.0,Diversity Job Fair,Fully Meets,3.8,4,4,8/15/2013,0,17,Management style didn't align with my personal work ethics.,No request made,1.8,47.7,3,37
"Gilles, Alex",10283,1,1,1,5,5,2,1,54933,19,22,10,2062,2074-08-09,1,1,2,No,2,4/2/2012,6/25/2015,10,Voluntarily Terminated,3,Webster Butler,39.0,Diversity Job Fair,Needs Improvement,3.97,4,0,1/20/2015,3,15,Felt the growth opportunities were limited in the current department.,No request made,8.9,2.2,1,-50
"Cole, Spencer",10292,0,0,1,4,5,2,0,59144,19,22,10,1880,1979-08-12,1,3,2,No,2,7/11/2011,9/23/2016,13,Terminated for Cause,3,Kissy Sullivan,20.0,LinkedIn,Needs Improvement,2.0,3,0,5/1/2016,5,16,Decided to return to school full-time for an MBA.,No request made,1.0,34.1,0,45
"Ait Sidi, Karthikeyan   ",10084,1,1,1,5,3,3,0,104437,27,30,10,2148,2075-05-05,1,1,2,No,5,3/30/2015,6/16/2016,5,Voluntarily Terminated,2,Simon Roup,4.0,Indeed,Fully Meets,4.96,3,6,2/24/2016,0,17,Commute was becoming too taxing on my work-life balance.,No request made,10.5,33.0,5,-51
"Cloninger, Jennifer",10275,1,1,0,5,5,3,0,64066,20,23,10,1752,1981-08-31,0,1,2,No,5,5/16/2011,1/7/2013,17,Voluntarily Terminated,3,Brannon Miller,12.0,Google Search,Fully Meets,4.2,5,0,5/3/2012,0,9,Found a position that allows for 100% remote work.,No request made,7.4,32.8,0,43
"Eaton, Marianne",10064,1,1,0,5,5,3,0,60070,19,22,10,2343,1991-09-05,0,1,2,No,5,4/4/2011,6/6/2017,10,Voluntarily Terminated,3,Kissy Sullivan,20.0,Google Search,Fully Meets,5.0,3,0,4/9/2017,0,7,Personal reasons related to family relocation.,No request made,8.3,23.6,0,33
"O'hare, Lynn",10303,0,0,0,4,5,1,0,52674,19,22,10,2152,1980-09-30,0,3,2,No,4,3/31/2014,5/1/2018,13,Terminated for Cause,3,Kissy Sullivan,20.0,LinkedIn,PIP,2.33,2,0,3/9/2018,6,3,Personal reasons related to family relocation.,Interested in joining the IT department to leverage technical skills.,10.9,39.4,0,44
"Burkett, Benjamin ",10181,1,1,1,1,5,3,0,62162,20,23,10,1890,1977-08-19,1,1,2,No,5,4/4/2011,11/4/2015,3,Active,3,Ketsia Liebig,19.0,Indeed,Fully Meets,3.25,5,0,1/14/2019,0,15,N/A - Still Employed,No request made,10.3,27.0,0,47
"Sparks, Taylor  ",10302,1,1,0,1,5,1,0,64021,19,22,10,2093,2068-07-20,0,1,2,No,5,2/20/2012,11/4/2015,3,Active,3,Brannon Miller,12.0,Indeed,PIP,2.4,2,1,2/25/2019,6,20,N/A - Still Employed,No request made,14.3,27.8,0,-44
"Fett, Boba",10309,0,0,1,1,3,1,0,53366,15,18,10,2138,1987-06-18,1,3,2,No,5,3/30/2015,11/4/2015,3,Active,2,Peter Monroe,7.0,LinkedIn,PIP,1.2,3,6,2/4/2019,3,2,N/A - Still Employed,Wants to move from Production to Admin for better hours.,6.4,29.0,2,37
"Cockel, James",10261,0,0,1,1,5,3,0,63108,19,22,10,2452,1977-09-08,1,3,2,No,5,7/8/2013,11/4/2015,3,Active,3,David Stanley,14.0,Employee Referral,Fully Meets,4.4,5,0,1/14/2019,0,3,N/A - Still Employed,No request made,5.3,25.5,0,47
"Spirea, Kelley",10090,1,1,0,1,5,3,0,65714,18,21,10,2451,2075-09-30,0,1,2,No,5,10/2/2012,11/4/2015,3,Active,3,Janet King,2.0,LinkedIn,Fully Meets,4.83,5,0,2/14/2019,0,15,N/A - Still Employed,No request made,9.2,43.1,1,-51
"Rose, Ashley  ",10054,0,3,0,1,5,3,0,60627,19,22,10,1886,2074-12-05,0,2,2,No,5,1/6/2014,11/4/2015,3,Active,3,David Stanley,14.0,Website,Fully Meets,5.0,4,0,1/31/2019,0,8,N/A - Still Employed,No request made,9.2,41.8,0,-50
"Barone, Francesco  A",10265,0,0,1,1,5,3,0,58709,19,22,10,1810,1983-07-20,1,3,2,No,4,2/20/2012,11/4/2015,3,Active,3,Kelley Spirea,18.0,Google Search,Fully Meets,4.6,4,0,2/14/2019,0,7,N/A - Still Employed,No request made,6.9,33.2,0,41
"Fancett, Nicole",10136,0,0,0,1,5,3,0,65902,20,23,10,2324,1987-09-27,0,3,2,No,2,2/17/2014,11/4/2015,3,Active,3,Webster Butler,14.570957095709572,LinkedIn,Fully Meets,4.0,4,0,1/7/2019,0,7,N/A - Still Employed,No request made,4.5,44.3,0,37
"Sutwell, Barbara",10209,0,0,0,1,5,3,0,59238,19,22,10,2718,2068-08-15,0,3,0,No,1,5/14/2012,11/4/2015,3,Active,3,Elijiah Gray,16.0,Indeed,Fully Meets,3.4,5,0,1/31/2019,0,13,N/A - Still Employed,No request made,13.4,38.8,1,-44
"Leruth, Giovanni",10103,0,3,1,1,6,3,0,70468,3,2,24,84111,1988-12-27,1,2,2,No,2,4/30/2012,11/4/2015,3,Active,4,John Smith,17.0,Website,Fully Meets,4.53,3,0,1/29/2019,0,16,N/A - Still Employed,No request made,0.8,8.4,2,36
"Wolk, Hang  T",10174,0,0,0,1,5,3,0,60446,20,23,10,2302,1985-04-20,0,3,2,No,5,9/29/2014,11/4/2015,3,Active,3,David Stanley,14.0,LinkedIn,Fully Meets,3.4,4,0,2/21/2019,0,14,N/A - Still Employed,No request made,5.2,30.9,0,39
"Hunts, Julissa",10201,0,0,0,2,5,3,0,69340,20,23,10,2021,1984-03-11,0,3,2,No,5,6/6/2016,11/4/2015,3,Active,3,Elijiah Gray,16.0,LinkedIn,Fully Meets,3.0,5,0,1/18/2019,0,4,N/A - Still Employed,No request made,10.6,48.0,0,40
"Wang, Charlie",10172,0,0,1,1,3,3,0,84903,22,25,10,1887,1981-07-08,1,3,2,No,1,2/15/2017,11/4/2015,3,Active,2,Brian Champaigne,13.0,Indeed,Fully Meets,3.42,4,7,1/4/2019,0,17,N/A - Still Employed,No request made,7.2,47.5,3,43
"Roup,Simon",10198,0,0,1,1,3,3,0,140920,13,14,10,2481,2073-04-05,1,3,2,No,5,1/20/2013,11/4/2015,3,Active,2,Jennifer Zamora,5.0,Indeed,Fully Meets,3.6,5,7,2/18/2019,0,13,N/A - Still Employed,No request made,11.9,37.7,5,-49
"Corleone, Michael",10282,0,2,1,1,5,2,0,68051,18,21,10,1803,2075-12-17,1,0,2,No,5,7/20/2010,11/4/2015,3,Active,3,Janet King,2.0,CareerBuilder,Needs Improvement,4.13,2,0,1/14/2019,3,3,N/A - Still Employed,No request made,9.7,5.5,0,-51
"Close, Phil",10269,1,1,1,5,5,3,0,59369,20,23,10,2169,1978-11-25,1,1,2,No,5,8/30/2010,9/26/2011,5,Voluntarily Terminated,3,David Stanley,14.0,Indeed,Fully Meets,4.2,4,0,5/4/2011,0,6,Felt the growth opportunities were limited in the current department.,No request made,14.5,43.6,1,46
"Lynch, Lindsay",10004,0,0,0,5,5,4,1,47434,19,22,10,1844,2073-02-14,0,3,2,Yes,2,11/7/2011,11/14/2015,0,Voluntarily Terminated,3,Webster Butler,39.0,Diversity Job Fair,Exceeds,5.0,4,0,2/2/2015,0,17,Personal reasons related to family relocation.,No request made,11.8,3.6,1,-49
"Monkfish, Erasumus",10213,1,1,1,1,5,3,0,58207,20,23,10,1450,1992-08-17,1,1,2,No,5,11/7/2011,11/4/2015,3,Active,3,David Stanley,14.0,LinkedIn,Fully Meets,3.7,3,0,1/8/2019,0,14,N/A - Still Employed,No request made,10.1,31.1,0,32
"Zhou, Julia",10043,0,0,0,1,3,3,0,89292,9,6,10,2148,1979-02-24,0,3,2,No,5,3/30/2015,11/4/2015,3,Active,2,Simon Roup,4.0,Employee Referral,Fully Meets,5.0,3,5,2/1/2019,0,11,N/A - Still Employed,No request made,8.9,12.9,2,45
"Miller, Brannon",10116,0,0,1,1,5,3,0,83667,18,21,10,2045,1981-08-10,1,3,2,yes,3,8/16/2012,11/4/2015,3,Active,3,Janet King,2.0,Indeed,Fully Meets,4.37,3,0,1/14/2019,0,2,N/A - Still Employed,No request made,7.8,24.6,0,43
"Linden, Mathew",10137,1,1,1,3,5,3,0,63450,20,23,10,1770,1979-03-19,1,1,2,No,5,7/8/2013,11/4/2015,3,Active,3,Kelley Spirea,18.0,LinkedIn,Fully Meets,4.0,3,0,2/18/2019,0,7,N/A - Still Employed,No request made,7.3,25.7,0,45
"Crimmings,   Jean",10132,0,0,0,2,5,3,0,56149,19,22,10,1821,1987-04-10,0,3,2,No,5,7/6/2016,11/4/2015,3,Active,3,Michael Albert,22.0,LinkedIn,Fully Meets,4.12,5,0,1/28/2019,0,15,N/A - Still Employed,Wants to move from Production to Admin for better hours.,0.5,26.0,1,37
"Clayton, Rick",10220,0,0,1,1,3,3,0,68678,14,17,10,2170,1985-09-05,1,3,2,No,5,9/5/2012,11/4/2015,3,Active,2,Eric Dougall,6.0,Indeed,Fully Meets,4.7,3,6,2/27/2019,0,2,N/A - Still Employed,No request made,0.5,13.3,5,39
"Robinson, Alain  ",10047,1,1,1,5,5,3,0,50428,19,22,10,1420,2074-01-07,1,1,2,No,2,1/10/2011,1/26/2016,4,Voluntarily Terminated,3,Amy Dunn,11.0,Indeed,Fully Meets,5.0,3,0,1/10/2015,0,11,Felt the growth opportunities were limited in the current department.,No request made,4.9,30.8,0,-50
"Shepard, Anita ",10179,1,1,0,1,3,3,0,50750,15,18,10,1773,1981-04-14,0,1,2,No,5,9/30/2014,11/4/2015,3,Active,2,Peter Monroe,7.0,LinkedIn,Fully Meets,3.31,3,6,1/7/2019,0,7,N/A - Still Employed,No request made,7.5,33.6,5,43
"Biden, Lowan  M",10226,0,2,0,1,5,3,0,64919,19,22,10,2027,2058-12-27,0,0,2,No,1,8/19/2013,11/4/2015,3,Active,3,Ketsia Liebig,19.0,Indeed,Fully Meets,4.2,3,0,1/10/2019,0,2,N/A - Still Employed,No request made,7.4,7.6,1,-34
"LaRotonda, William  ",10038,0,2,1,1,1,3,0,64520,1,0,10,1460,1984-04-26,1,0,2,No,2,1/6/2014,11/4/2015,3,Active,0,Brandon R. LeBlanc,1.0,Website,Fully Meets,5.0,4,4,1/17/2019,0,3,N/A - Still Employed,No request made,12.2,11.4,1,40
"Tavares, Desiree  ",10221,1,1,0,5,5,3,1,60754,19,22,10,1801,2075-04-03,0,1,1,No,2,4/27/2009,4/1/2013,0,Voluntarily Terminated,3,Webster Butler,39.0,Diversity Job Fair,Fully Meets,4.5,5,0,2/15/2012,0,11,The role evolved into something different than what was described during hiring.,No request made,3.3,26.8,0,-51
"Monterro, Luisa",10025,0,0,0,1,5,4,0,72460,20,23,10,2126,2070-04-24,0,3,2,No,2,5/13/2013,11/4/2015,3,Active,3,Kissy Sullivan,20.0,Indeed,Exceeds,4.7,3,0,1/14/2019,0,1,N/A - Still Employed,No request made,1.9,43.6,0,-46
"Volk, Colleen",10022,1,1,0,4,5,4,0,49773,19,22,10,2747,1986-06-03,0,1,2,No,5,9/26/2011,2/8/2016,6,Terminated for Cause,3,Kelley Spirea,18.0,Google Search,Exceeds,4.3,5,0,2/1/2015,0,18,Offered a significantly higher salary at a competitor.,No request made,7.2,10.0,0,38
"Smith, Joe",10027,0,0,1,1,5,4,0,60656,20,23,10,2045,2063-10-30,1,3,2,No,5,9/29/2014,11/4/2015,3,Active,3,Elijiah Gray,16.0,Indeed,Exceeds,4.3,3,0,1/28/2019,0,4,N/A - Still Employed,No request made,10.6,10.8,1,-39
"Khemmich, Bartholemew",10231,0,0,1,1,6,3,0,65310,3,2,3,80820,1979-11-27,1,3,2,No,5,8/19/2013,11/4/2015,3,Active,4,Lynn Daneault,21.0,Indeed,Fully Meets,4.3,5,0,1/22/2019,0,13,N/A - Still Employed,No request made,12.3,18.4,2,45
"Horton, Jayne",10112,0,0,0,1,3,3,0,97999,8,9,10,2493,1984-02-21,0,3,2,No,5,3/30/2015,11/4/2015,3,Active,2,Simon Roup,4.0,Indeed,Fully Meets,4.48,5,6,1/3/2019,0,4,N/A - Still Employed,Wants to move from Production to Admin for better hours.,6.5,13.0,4,40
"Kinsella, Kathleen  ",10166,1,1,0,5,5,3,0,54005,19,22,10,2170,2073-12-08,0,1,2,No,5,9/26/2011,6/4/2015,11,Voluntarily Terminated,3,Webster Butler,39.0,Google Search,Fully Meets,3.6,5,0,3/1/2015,0,16,Seeking a more innovative company culture.,No request made,10.2,8.2,0,-49
"Galia, Lisa",10273,0,0,0,1,3,3,0,65707,14,17,4,6040,2068-07-06,0,3,2,No,5,5/1/2010,11/4/2015,3,Active,2,Eric Dougall,6.0,LinkedIn,Fully Meets,4.7,4,5,2/1/2019,0,1,N/A - Still Employed,No request made,0.7,34.0,2,-44
"Faller, Megan ",10263,1,1,0,1,5,3,0,71776,20,23,10,1824,1978-09-22,0,1,2,No,2,7/7/2014,11/4/2015,3,Active,3,Elijiah Gray,16.0,LinkedIn,Fully Meets,4.4,5,0,2/22/2019,0,17,N/A - Still Employed,No request made,8.0,20.1,0,46
"Smith, Martin",10286,0,0,1,5,5,2,0,53564,19,22,10,2458,1988-03-17,1,3,2,No,2,1/10/2011,12/28/2017,5,Voluntarily Terminated,3,Webster Butler,39.0,Google Search,Needs Improvement,3.54,5,0,4/6/2017,4,15,Felt the growth opportunities were limited in the current department.,No request made,8.4,46.9,1,36
"Guilianno, Mike",10109,0,0,1,5,6,3,0,71707,3,2,22,37129,2069-02-09,1,3,2,No,4,3/7/2012,10/31/2014,14,Voluntarily Terminated,4,John Smith,17.0,LinkedIn,Fully Meets,4.5,5,0,2/1/2013,0,20,Felt the growth opportunities were limited in the current department.,No request made,14.0,43.0,2,-45
"Zima, Colleen",10271,0,4,0,1,5,3,0,45046,19,22,10,1730,1978-08-17,0,4,2,No,1,9/29/2014,11/4/2015,3,Active,3,David Stanley,14.0,LinkedIn,Fully Meets,4.5,5,0,1/30/2019,0,2,N/A - Still Employed,No request made,11.0,19.6,0,46
"Bernstein, Sean",10046,0,0,1,1,5,3,0,51044,19,22,10,2072,2070-12-22,1,3,2,Yes,5,4/2/2012,11/4/2015,3,Active,3,Amy Dunn,11.0,Google Search,Fully Meets,5.0,3,0,1/14/2019,0,13,N/A - Still Employed,No request made,0.9,4.6,0,-46
"Miller, Ned",10298,0,0,1,5,5,1,0,55800,20,23,10,2472,1985-06-29,1,3,2,No,5,8/15/2011,9/4/2014,17,Voluntarily Terminated,3,Brannon Miller,12.0,LinkedIn,PIP,3.0,2,0,1/14/2013,6,6,Found a position that allows for 100% remote work.,No request made,9.1,14.4,1,39
"Dickinson, Geoff ",10276,0,0,1,1,5,3,0,51259,19,22,10,2180,1982-11-15,1,3,2,No,5,5/12/2014,11/4/2015,3,Active,3,Ketsia Liebig,19.0,Indeed,Fully Meets,4.3,4,0,2/19/2019,0,1,N/A - Still Employed,No request made,2.8,29.7,0,42
"Girifalco, Evelyn",10018,0,0,0,1,5,4,0,57815,19,22,10,2451,1980-05-08,0,3,2,Yes,4,9/29/2014,11/4/2015,3,Active,3,Amy Dunn,11.0,Indeed,Exceeds,3.9,4,0,2/7/2019,0,3,N/A - Still Employed,No request made,2.7,3.7,0,44
"Strong, Caitrin",10241,1,1,0,1,6,3,0,60120,3,2,12,59102,1989-05-12,0,1,2,No,2,9/27/2010,11/4/2015,3,Active,4,John Smith,17.0,Indeed,Fully Meets,4.1,4,0,1/31/2019,0,18,N/A - Still Employed,No request made,9.9,12.8,1,35
"Gentry, Mildred",10159,1,1,0,1,5,3,0,51337,19,22,10,2145,1990-10-01,0,1,2,No,2,3/30/2015,11/4/2015,3,Active,3,Michael Albert,22.0,LinkedIn,Fully Meets,3.73,3,0,1/16/2019,0,19,N/A - Still Employed,No request made,11.6,44.4,0,34
