Employee_Name,EmpID,MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,Termd,PositionID,Position,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences,Exit_Interview_Feedback,Internal_Transfer_Request,Avg_Overtime_Hours,Distance_From_Home_Km,Remote_Work_Frequency,Age
"Linden, Mathew",10137,1,1,1,3,5,3,0,63450.0,0,20,23,10,1770,1979-03-19,1,1,2,No,5,7/8/2013,11/4/2015,3.0,Active,3,Kelley Spirea,18.0,LinkedIn,Fully Meets,4.0,3,0,2/18/2019,0,7,N/A - Still Employed,No request made,7.3,25.7,0,45
"Lindsay, Leonara",10008,0,0,0,1,3,4,1,51777.0,0,14,17,4,6070,1988-10-05,0,3,2,Yes,2,1/21/2011,11/4/2015,3.0,Active,2,Eric Dougall,6.0,Diversity Job Fair,Exceeds,4.64,4,5,1/25/2019,0,14,N/A - Still Employed,No request made,7.7,45.3,2,36
"Lundy, Susan",10096,0,4,0,5,5,3,0,67237.0,1,20,23,10,2122,1976-12-26,0,4,2,No,5,7/8/2013,9/15/2016,11.0,Voluntarily Terminated,3,Michael Albert,22.0,LinkedIn,Fully Meets,4.65,4,0,6/10/2016,0,15,Found a position that allows for 100% remote work.,No request made,2.6,27.2,0,48
"Lunquist, Lisa",10035,0,0,0,1,5,4,0,73330.0,0,20,23,10,2324,1982-03-28,0,3,2,No,2,8/19/2013,11/4/2015,3.0,Active,3,Elijiah Gray,16.0,Indeed,Exceeds,4.2,4,0,2/12/2019,0,19,N/A - Still Employed,No request made,8.7,11.5,1,42
"Lydon, Allison",10057,1,1,0,3,5,3,0,52057.0,0,19,22,10,2122,2075-10-22,0,1,2,No,2,2/16/2015,11/4/2015,3.0,Active,3,Elijiah Gray,16.0,Website,Fully Meets,5.0,3,0,1/23/2019,0,6,N/A - Still Employed,No request made,14.8,39.2,0,40
"Lynch, Lindsay",10004,0,0,0,5,5,4,1,47434.0,1,19,22,10,1844,2073-02-14,0,3,2,Yes,2,11/7/2011,11/14/2015,0.0,Voluntarily Terminated,3,Webster Butler,39.0,Diversity Job Fair,Exceeds,5.0,4,0,2/2/2015,0,17,Personal reasons related to family relocation.,No request made,11.8,3.6,1,40
"MacLennan, Samuel",10191,0,4,1,5,5,3,0,52788.0,1,19,22,10,1938,2072-11-09,1,4,2,No,5,9/24/2012,9/26/2017,7.0,Voluntarily Terminated,3,Amy Dunn,11.0,Indeed,Fully Meets,3.08,4,0,4/1/2017,0,18,Decided to return to school full-time for an MBA.,No request made,8.0,39.1,0,40
"Mahoney, Lauren",10219,0,0,0,1,5,3,0,45395.0,0,19,22,10,2189,1986-07-07,0,3,2,No,5,1/6/2014,11/4/2015,3.0,Active,3,Ketsia Liebig,19.0,LinkedIn,Fully Meets,4.6,4,0,2/26/2019,0,14,N/A - Still Employed,No request made,7.6,7.1,0,38
"Manchester, Robyn",10077,1,1,0,2,5,3,0,62385.0,0,20,23,10,2324,1976-08-25,0,1,2,No,5,5/11/2016,11/4/2015,3.0,Active,3,Webster Butler,14.570957095709572,LinkedIn,Fully Meets,5.0,3,0,1/21/2019,0,4,N/A - Still Employed,No request made,0.9,6.2,1,48
"Mancuso, Karen",10073,1,1,0,5,5,3,0,68407.0,1,20,23,10,2176,1986-12-10,0,1,2,No,4,7/5/2011,8/19/2012,0.0,Voluntarily Terminated,3,Amy Dunn,11.0,LinkedIn,Fully Meets,5.0,4,0,7/2/2012,0,16,Commute was becoming too taxing on my work-life balance.,No request made,12.0,13.0,0,38
"Mangal, Debbie",10279,1,1,0,1,5,3,0,61349.0,0,19,22,10,2451,2074-11-07,0,1,2,No,5,11/11/2013,11/4/2015,3.0,Active,3,Brannon Miller,12.0,LinkedIn,Fully Meets,4.1,3,0,1/22/2019,0,11,N/A - Still Employed,No request made,2.3,22.9,0,40
"Martin, Sandra",10110,0,0,0,1,4,3,0,105688.0,0,24,27,10,2135,1987-11-07,0,3,2,No,1,11/11/2013,11/4/2015,3.0,Active,5,Alex Sweetwater,10.0,Google Search,Fully Meets,4.5,5,4,1/14/2019,0,14,N/A - Still Employed,No request made,3.5,30.0,3,37
"Maurice, Shana",10053,1,1,0,1,5,3,0,54132.0,0,19,22,10,2330,1977-11-22,0,1,2,No,5,5/31/2011,11/4/2015,3.0,Active,3,David Stanley,14.0,Indeed,Fully Meets,5.0,4,0,1/10/2019,0,8,N/A - Still Employed,No request made,14.3,2.1,0,47
"Carthy, B'rigit",10076,0,0,0,1,5,3,0,55315.0,0,20,23,10,2149,1987-05-21,0,3,2,No,2,3/30/2015,11/4/2015,3.0,Active,3,Ketsia Liebig,19.0,LinkedIn,Fully Meets,5.0,5,0,2/7/2019,0,16,N/A - Still Employed,No request made,3.4,40.5,1,37
"Mckenna, Sandy",10145,1,1,0,1,5,3,0,62810.0,0,19,22,10,2184,1987-01-07,0,1,2,No,2,1/7/2013,11/4/2015,3.0,Active,3,Kissy Sullivan,20.0,CareerBuilder,Fully Meets,3.93,3,0,1/30/2019,0,20,N/A - Still Employed,Seeking a change in management style.,9.5,9.9,0,37
"McKinzie, Jac",10202,1,1,1,2,6,3,0,63291.0,0,3,2,23,78789,1984-07-01,1,1,2,No,4,7/6/2016,11/4/2015,3.0,Active,4,Lynn Daneault,21.0,Website,Fully Meets,3.4,4,0,1/29/2019,0,7,N/A - Still Employed,No request made,13.5,1.6,3,40
"Meads, Elizabeth",10128,0,0,0,5,5,3,1,62659.0,1,19,22,10,1760,2068-05-30,0,3,2,No,2,4/2/2012,11/11/2016,0.0,Voluntarily Terminated,3,Kelley Spirea,18.0,Diversity Job Fair,Fully Meets,4.18,4,0,2/5/2016,0,17,Felt the growth opportunities were limited in the current department.,No request made,4.0,49.7,0,40
"Medeiros, Jennifer",10068,0,0,0,1,5,3,0,55688.0,0,19,22,10,2346,1976-09-22,0,3,2,No,5,3/30/2015,11/4/2015,3.0,Active,3,Michael Albert,22.0,CareerBuilder,Fully Meets,5.0,4,0,1/21/2019,0,10,N/A - Still Employed,Requested relocation to another state office.,13.2,49.4,1,48
"Miller, Brannon",10116,0,0,1,1,5,3,0,83667.0,0,18,21,10,2045,1981-08-10,1,3,2,yes,3,8/16/2012,11/4/2015,3.0,Active,3,Janet King,2.0,Indeed,Fully Meets,4.37,3,0,1/14/2019,0,2,N/A - Still Employed,No request made,7.8,24.6,0,43
"Miller, Ned",10298,0,0,1,5,5,1,0,55800.0,1,20,23,10,2472,1985-06-29,1,3,2,No,5,8/15/2011,9/4/2014,17.0,Voluntarily Terminated,3,Brannon Miller,12.0,LinkedIn,PIP,3.0,2,0,1/14/2013,6,6,Found a position that allows for 100% remote work.,No request made,9.1,14.4,1,39
"Monkfish, Erasumus",10213,1,1,1,1,5,3,0,58207.0,0,20,23,10,1450,1992-08-17,1,1,2,No,5,11/7/2011,11/4/2015,3.0,Active,3,David Stanley,14.0,LinkedIn,Fully Meets,3.7,3,0,1/8/2019,0,14,N/A - Still Employed,No request made,10.1,31.1,0,32
"Monroe, Peter",10288,1,1,1,1,3,2,1,157000.0,0,13,15,10,2134,1986-10-05,1,1,0,Yes,2,2/15/2012,11/4/2015,3.0,Active,2,Jennifer Zamora,5.0,Diversity Job Fair,Needs Improvement,2.39,3,6,2/22/2019,4,13,N/A - Still Employed,No request made,3.9,25.9,2,38
"Monterro, Luisa",10025,0,0,0,1,5,4,0,72460.0,0,20,23,10,2126,2070-04-24,0,3,2,No,2,5/13/2013,11/4/2015,3.0,Active,3,Kissy Sullivan,20.0,Indeed,Exceeds,4.7,3,0,1/14/2019,0,1,N/A - Still Employed,No request made,1.9,43.6,0,40
"Moran, Patrick",10223,0,0,1,3,5,3,1,72106.0,0,20,23,10,2127,1976-12-03,1,3,2,No,2,1/9/2012,11/4/2015,3.0,Active,3,Kelley Spirea,18.0,Diversity Job Fair,Fully Meets,4.1,4,0,1/31/2019,0,12,N/A - Still Employed,No request made,8.1,35.6,0,48
"Morway, Tanya",10151,1,1,0,1,3,3,0,52599.0,0,15,18,10,2048,1979-04-04,0,1,2,No,5,2/16/2015,11/4/2015,3.0,Active,2,Peter Monroe,7.0,CareerBuilder,Fully Meets,3.81,3,6,2/11/2019,0,6,N/A - Still Employed,No request made,7.8,9.6,5,45
"Motlagh,  Dawn",10254,0,2,0,1,5,3,0,63430.0,0,19,22,10,2453,1984-07-07,0,0,2,No,5,4/1/2013,11/4/2015,3.0,Active,3,Elijiah Gray,16.0,LinkedIn,Fully Meets,4.4,4,0,1/17/2019,0,18,N/A - Still Employed,No request made,3.1,13.6,1,40
"Moumanil, Maliki",10120,0,3,1,1,5,3,0,74417.0,0,20,23,10,1460,2074-12-01,1,2,2,No,2,5/13/2013,11/4/2015,3.0,Active,3,Michael Albert,22.0,LinkedIn,Fully Meets,4.29,5,0,1/28/2019,0,11,N/A - Still Employed,No request made,12.9,37.6,0,40
"Myers, Michael",10216,0,0,1,1,5,3,0,57575.0,0,19,22,10,1550,1980-04-18,1,3,2,No,1,7/8/2013,11/4/2015,3.0,Active,3,Kissy Sullivan,20.0,LinkedIn,Fully Meets,4.1,4,0,1/22/2019,0,13,N/A - Still Employed,No request made,2.1,7.8,1,44
"Navathe, Kurt",10079,0,0,1,1,3,3,0,87921.0,0,22,25,10,2056,2070-04-25,1,3,2,No,1,2/10/2017,11/4/2015,3.0,Active,2,Brian Champaigne,13.0,Indeed,Fully Meets,5.0,3,6,2/25/2019,0,17,N/A - Still Employed,No request made,10.9,35.2,3,40
"Ndzi, Colombui",10215,0,0,1,5,5,3,1,50470.0,1,19,22,10,2110,1989-05-02,1,3,2,No,2,9/26/2011,4/4/2014,16.0,Voluntarily Terminated,3,Webster Butler,39.0,Diversity Job Fair,Fully Meets,4.3,3,0,3/2/2013,0,19,The role evolved into something different than what was described during hiring.,No request made,14.6,13.3,0,35
"Ndzi, Horia",10185,1,1,1,5,5,3,0,46664.0,1,19,22,10,2421,1983-03-28,1,1,2,No,5,4/1/2013,5/25/2016,11.0,Voluntarily Terminated,3,Amy Dunn,11.0,Employee Referral,Fully Meets,3.18,3,0,3/6/2016,0,10,Offered a significantly higher salary at a competitor.,No request made,4.0,24.6,0,41
"Newman, Richard",10063,1,1,1,3,5,3,0,48495.0,0,19,22,10,2136,1977-04-08,1,1,2,No,5,5/12/2014,11/4/2015,3.0,Active,3,Ketsia Liebig,19.0,LinkedIn,Fully Meets,5.0,5,0,2/18/2019,0,11,N/A - Still Employed,No request made,1.1,22.9,0,47
"Ngodup, Shari",10037,0,3,0,1,5,4,1,52984.0,0,19,22,10,1810,2067-06-03,0,2,2,No,2,4/1/2013,11/4/2015,3.0,Active,3,Brannon Miller,12.0,Diversity Job Fair,Exceeds,4.0,3,0,2/13/2019,0,12,N/A - Still Employed,Interested in joining the IT department to leverage technical skills.,1.1,4.6,0,40
"Nguyen, Dheepa",10042,0,0,0,1,6,3,0,63695.0,0,3,2,6,30428,1989-03-31,0,3,2,No,4,7/8/2013,11/4/2015,3.0,Active,4,Lynn Daneault,21.0,Indeed,Fully Meets,5.0,5,0,1/25/2019,0,2,N/A - Still Employed,No request made,1.0,16.8,2,35
"Nguyen, Lei-Ming",10206,0,0,0,1,5,3,0,62061.0,0,19,22,10,2132,1984-07-07,0,3,2,No,5,7/8/2013,11/4/2015,3.0,Active,3,David Stanley,14.0,LinkedIn,Fully Meets,3.6,5,0,1/2/2019,0,4,N/A - Still Employed,No request made,12.0,10.0,0,40
"Nowlan, Kristie",10104,0,0,0,1,5,3,0,66738.0,0,20,23,10,1040,1985-11-23,0,3,2,No,5,11/10/2014,11/4/2015,3.0,Active,3,Elijiah Gray,16.0,Indeed,Fully Meets,4.53,5,0,1/16/2019,0,5,N/A - Still Employed,No request made,12.1,5.9,0,39
"O'hare, Lynn",10303,0,0,0,4,5,1,0,52674.0,1,19,22,10,2152,1980-09-30,0,3,2,No,4,3/31/2014,5/1/2018,13.0,Terminated for Cause,3,Kissy Sullivan,20.0,LinkedIn,PIP,2.33,2,0,3/9/2018,6,3,Personal reasons related to family relocation.,Interested in joining the IT department to leverage technical skills.,10.9,39.4,0,44
"Oliver, Brooke",10078,1,1,0,5,5,3,0,71966.0,1,20,23,10,2492,2052-02-11,0,1,2,No,1,5/14/2012,8/19/2013,17.0,Voluntarily Terminated,3,Webster Butler,39.0,LinkedIn,Fully Meets,5.0,3,0,7/2/2013,0,17,Offered a significantly higher salary at a competitor.,No request made,13.2,12.2,0,40
"Onque, Jasmine",10121,0,0,0,1,6,3,0,63051.0,0,3,2,5,33174,1990-05-11,0,3,2,Yes,5,9/30/2013,11/4/2015,3.0,Active,4,Lynn Daneault,21.0,Indeed,Fully Meets,4.28,3,0,1/25/2019,0,1,N/A - Still Employed,No request made,13.4,3.2,2,34
"Osturnka, Adeel",10021,1,1,1,1,5,4,0,47414.0,0,19,22,10,2478,1976-12-11,1,1,2,No,5,9/30/2013,11/4/2015,3.0,Active,3,Kelley Spirea,18.0,LinkedIn,Exceeds,5.0,3,0,2/7/2019,0,13,N/A - Still Employed,No request made,5.8,2.3,0,48
"Owad, Clinton",10281,0,0,1,1,5,2,0,53060.0,0,19,22,10,1760,1979-11-24,1,3,2,No,2,2/17/2014,11/4/2015,3.0,Active,3,Michael Albert,22.0,LinkedIn,Needs Improvement,4.25,3,0,2/4/2019,4,6,N/A - Still Employed,No request made,14.5,37.4,1,45
"Ozark, Travis",10041,0,0,1,1,6,3,0,68829.0,0,3,2,13,27229,1982-05-19,1,3,2,No,5,1/5/2015,11/4/2015,3.0,Active,4,John Smith,17.0,Website,Fully Meets,5.0,5,0,1/14/2019,0,18,N/A - Still Employed,No request made,8.5,19.4,1,42
"Panjwani, Nina",10148,1,1,0,5,5,3,0,63515.0,1,19,22,10,2351,1979-05-01,0,1,2,No,5,2/7/2011,1/12/2014,0.0,Voluntarily Terminated,3,Elijiah Gray,16.0,Google Search,Fully Meets,3.89,4,0,3/4/2013,0,7,Found a position that allows for 100% remote work.,No request made,13.7,44.3,0,45
"Patronick, Lucas",10005,0,0,1,5,4,4,1,108987.0,1,24,27,10,1844,1979-02-20,1,3,2,No,2,11/7/2011,9/7/2015,0.0,Voluntarily Terminated,5,Alex Sweetwater,10.0,Diversity Job Fair,Exceeds,5.0,5,3,8/16/2015,0,13,Management style didn't align with my personal work ethics.,No request made,8.2,35.7,2,45
"Pearson, Randall",10259,1,1,1,5,3,3,0,93093.0,1,9,6,10,2747,1984-09-05,1,1,2,No,5,12/1/2014,5/1/2016,13.0,Voluntarily Terminated,2,Simon Roup,4.0,Employee Referral,Fully Meets,4.7,4,5,1/16/2016,0,19,Commute was becoming too taxing on my work-life balance.,No request made,3.1,31.2,4,40
"Smith, Martin",10286,0,0,1,5,5,2,0,53564.0,1,19,22,10,2458,1988-03-17,1,3,2,No,2,1/10/2011,12/28/2017,5.0,Voluntarily Terminated,3,Webster Butler,39.0,Google Search,Needs Improvement,3.54,5,0,4/6/2017,4,15,Felt the growth opportunities were limited in the current department.,No request made,8.4,46.9,1,36
"Pelletier, Ermine",10297,1,1,0,5,5,2,0,60270.0,1,20,23,10,2472,1989-07-18,0,1,2,No,1,7/5/2011,9/15/2015,17.0,Voluntarily Terminated,3,Amy Dunn,11.0,CareerBuilder,Needs Improvement,2.4,5,0,2/6/2015,5,2,Seeking a more innovative company culture.,No request made,8.7,38.4,0,35
"Perry, Shakira",10171,0,0,0,5,5,3,0,45998.0,1,19,22,10,2176,1986-07-20,0,3,2,No,5,5/16/2011,10/25/2015,9.0,Voluntarily Terminated,3,Amy Dunn,11.0,LinkedIn,Fully Meets,3.45,4,0,5/13/2014,0,5,The role evolved into something different than what was described during hiring.,Requested relocation to another state office.,2.4,31.8,0,38
"Peters, Lauren",10032,1,1,0,5,5,4,0,57954.0,1,20,23,10,1886,1986-08-17,0,1,2,No,5,5/16/2011,2/4/2013,11.0,Voluntarily Terminated,3,Ketsia Liebig,19.0,Indeed,Exceeds,4.2,5,0,1/10/2013,0,12,The role evolved into something different than what was described during hiring.,No request made,9.4,45.7,0,38
"Peterson, Ebonee",10130,1,1,0,5,5,3,0,74669.0,1,18,21,10,2030,1977-05-09,0,1,2,No,5,10/25/2010,5/18/2016,0.0,Voluntarily Terminated,3,Janet King,2.0,Indeed,Fully Meets,4.16,5,0,3/5/2015,0,6,Commute was becoming too taxing on my work-life balance.,No request made,4.4,34.5,1,47
"Petingill, Shana",10217,1,1,0,1,5,3,0,74226.0,0,20,23,10,2050,1979-03-10,0,1,0,No,1,4/2/2012,11/4/2015,3.0,Active,3,Brannon Miller,12.0,LinkedIn,Fully Meets,4.3,3,0,1/14/2019,0,14,N/A - Still Employed,Requested relocation to another state office.,1.1,35.8,1,45
"Petrowsky, Thelma",10016,1,1,0,1,3,4,0,93554.0,0,9,6,10,1886,1984-09-16,0,1,2,No,2,11/10/2014,11/4/2015,3.0,Active,2,Simon Roup,4.0,Employee Referral,Exceeds,4.6,5,7,1/4/2019,0,16,N/A - Still Employed,No request made,11.7,7.7,3,40
"Pham, Hong",10050,1,1,1,5,5,3,0,64724.0,1,19,22,10,2451,1988-03-06,1,1,2,No,1,7/5/2011,11/30/2012,11.0,Voluntarily Terminated,3,Brannon Miller,12.0,Google Search,Fully Meets,5.0,3,0,2/20/2012,0,13,The workload was consistently exceeding 50 hours a week without recognition.,No request made,13.5,24.2,1,36
"Pitt, Brad",10164,0,0,1,1,5,3,0,47001.0,0,19,22,10,2451,1981-11-23,1,3,2,No,5,11/5/2007,11/4/2015,3.0,Active,3,David Stanley,14.0,Google Search,Fully Meets,3.66,3,0,2/25/2019,0,15,N/A - Still Employed,No request made,14.3,35.0,0,43
"Potts, Xana",10124,1,1,0,1,6,3,0,61844.0,0,3,2,9,40220,1988-08-29,0,1,2,No,2,1/9/2012,11/4/2015,3.0,Active,4,Lynn Daneault,21.0,Website,Fully Meets,4.2,5,0,2/1/2019,0,9,N/A - Still Employed,No request made,4.3,31.7,2,36
"Power, Morissa",10187,0,2,0,5,5,3,0,46799.0,1,19,22,10,1742,1984-10-15,0,0,0,No,1,5/16/2011,6/4/2018,0.0,Voluntarily Terminated,3,Kissy Sullivan,20.0,Google Search,Fully Meets,3.17,4,0,4/2/2018,0,14,Found a position that allows for 100% remote work.,No request made,1.6,30.1,0,40
"Punjabhi, Louis",10225,0,0,1,1,5,3,0,59472.0,0,19,22,10,2109,2061-06-19,1,3,2,No,5,1/6/2014,11/4/2015,3.0,Active,3,Kelley Spirea,18.0,Employee Referral,Fully Meets,4.8,3,0,1/7/2019,0,14,N/A - Still Employed,No request made,1.4,10.9,1,40
"Purinton, Janine",10262,0,2,0,5,5,3,0,46430.0,1,19,22,10,2474,2070-09-22,0,0,2,No,5,9/24/2012,6/18/2013,17.0,Voluntarily Terminated,3,Kissy Sullivan,20.0,Indeed,Fully Meets,4.5,5,0,4/2/2013,0,16,Offered a significantly higher salary at a competitor.,No request made,6.7,24.6,0,40
"Quinn, Sean",10131,1,1,1,5,1,3,1,83363.0,1,23,27,10,2045,1984-11-06,1,1,0,No,2,2/21/2011,8/15/2015,5.0,Voluntarily Terminated,5,Janet King,2.0,Diversity Job Fair,Fully Meets,4.15,4,0,4/19/2014,0,4,Decided to return to school full-time for an MBA.,No request made,14.3,39.3,2,40
"Rachael, Maggie",10239,1,1,0,1,3,3,0,95920.0,0,4,3,10,2110,1980-05-12,0,1,2,No,2,10/2/2016,11/4/2015,3.0,Active,2,Brian Champaigne,13.0,Indeed,Fully Meets,4.4,4,6,2/6/2019,0,10,N/A - Still Employed,No request made,5.3,21.9,3,44
"Rarrick, Quinn",10152,0,2,1,5,5,3,0,61729.0,1,19,22,10,2478,1984-12-31,1,0,2,No,5,9/26/2011,4/7/2018,11.0,Voluntarily Terminated,3,Michael Albert,22.0,Indeed,Fully Meets,3.8,5,0,2/4/2018,0,19,Offered a significantly higher salary at a competitor.,No request made,6.3,49.5,0,40
"Ren, Kylo",10140,1,1,1,1,6,3,0,61809.0,0,3,2,7,83706,2054-10-12,1,1,2,No,5,5/12/2014,11/4/2015,3.0,Active,4,John Smith,17.0,CareerBuilder,Fully Meets,3.98,3,0,1/28/2019,0,4,N/A - Still Employed,No request made,1.1,9.5,3,40
"Rhoads, Thomas",10058,0,2,1,5,5,3,0,45115.0,1,19,22,10,2176,1982-07-22,1,0,2,Yes,5,5/16/2011,1/15/2016,15.0,Voluntarily Terminated,3,Elijiah Gray,16.0,LinkedIn,Fully Meets,5.0,4,0,3/30/2015,0,11,Management style didn't align with my personal work ethics.,No request made,7.3,32.0,0,42
"Rivera, Haley",10011,1,1,0,1,5,4,0,46738.0,0,19,22,10,2171,2073-01-12,0,1,2,No,1,11/28/2011,11/4/2015,3.0,Active,3,Webster Butler,14.570957095709572,Google Search,Exceeds,4.36,5,0,2/11/2019,0,16,N/A - Still Employed,No request made,13.8,29.4,1,40
"Roberson, May",10230,0,2,0,5,5,3,0,64971.0,1,20,23,10,1902,1981-09-05,0,0,0,No,2,9/26/2011,10/22/2011,16.0,Voluntarily Terminated,3,David Stanley,14.0,Google Search,Fully Meets,4.5,4,0,10/22/2011,0,10,Seeking a more innovative company culture.,No request made,0.3,13.6,0,43
"Robertson, Peter",10224,1,1,1,5,5,3,0,55578.0,1,20,23,10,2138,2072-07-03,1,1,2,No,5,7/5/2011,2/8/2012,0.0,Voluntarily Terminated,3,Kissy Sullivan,20.0,Indeed,Fully Meets,4.2,5,0,1/6/2012,0,13,Felt the growth opportunities were limited in the current department.,No request made,10.3,28.6,0,40
"Robinson, Alain",10047,1,1,1,5,5,3,0,50428.0,1,19,22,10,1420,2074-01-07,1,1,2,No,2,1/10/2011,1/26/2016,4.0,Voluntarily Terminated,3,Amy Dunn,11.0,Indeed,Fully Meets,5.0,3,0,1/10/2015,0,11,Felt the growth opportunities were limited in the current department.,No request made,4.9,30.8,0,40
"Robinson, Cherly",10285,1,1,0,4,5,2,0,61422.0,1,19,22,10,1460,1985-01-07,0,1,2,No,5,1/10/2011,5/17/2016,4.0,Terminated for Cause,3,Ketsia Liebig,19.0,Indeed,Needs Improvement,3.6,3,0,4/5/2016,4,16,Felt the growth opportunities were limited in the current department.,No request made,7.6,35.7,1,39
"Robinson, Elias",10020,0,4,1,1,5,4,0,63353.0,0,19,22,10,1730,1985-01-28,1,4,2,No,5,7/8/2013,11/4/2015,3.0,Active,3,Brannon Miller,12.0,Employee Referral,Exceeds,3.6,5,0,2/11/2019,0,4,N/A - Still Employed,No request made,8.4,48.6,1,39
"Roby, Lori",10162,1,1,0,1,3,3,0,89883.0,0,9,6,10,1886,1981-10-11,0,1,2,No,5,2/16/2015,11/4/2015,3.0,Active,2,Simon Roup,4.0,Employee Referral,Fully Meets,3.69,5,6,2/14/2019,0,15,N/A - Still Employed,No request made,14.0,41.7,3,43
"Roehrich, Bianca",10149,0,0,0,5,3,3,0,120000.0,1,29,20,10,2703,2073-05-27,0,3,2,Yes,5,1/5/2015,11/10/2018,0.0,Voluntarily Terminated,2,Simon Roup,4.0,LinkedIn,Fully Meets,3.88,3,7,2/13/2018,0,12,Decided to return to school full-time for an MBA.,No request made,11.1,31.4,5,40
"Roper, Katie",10086,0,0,0,1,3,3,0,150290.0,0,7,8,10,2056,2072-11-21,0,3,2,No,2,1/7/2017,11/4/2015,3.0,Active,2,Brian Champaigne,13.0,Indeed,Fully Meets,4.94,3,5,2/6/2019,0,17,N/A - Still Employed,No request made,14.6,37.4,3,40
"Rose, Ashley",10054,0,3,0,1,5,3,0,60627.0,0,19,22,10,1886,2074-12-05,0,2,2,No,5,1/6/2014,11/4/2015,3.0,Active,3,David Stanley,14.0,Website,Fully Meets,5.0,4,0,1/31/2019,0,8,N/A - Still Employed,No request made,9.2,41.8,0,40
"Rossetti, Bruno",10065,0,0,1,5,5,3,0,53180.0,1,19,22,10,2155,1987-03-18,1,3,2,No,5,4/4/2011,8/13/2018,0.0,Voluntarily Terminated,3,Kissy Sullivan,20.0,Google Search,Fully Meets,5.0,5,0,7/2/2018,0,4,Felt the growth opportunities were limited in the current department.,No request made,11.8,5.0,0,37
"Roup,Simon",10198,0,0,1,1,3,3,0,140920.0,0,13,14,10,2481,2073-04-05,1,3,2,No,5,1/20/2013,11/4/2015,3.0,Active,2,Jennifer Zamora,5.0,Indeed,Fully Meets,3.6,5,7,2/18/2019,0,13,N/A - Still Employed,No request made,11.9,37.7,5,40
"Ruiz, Ricardo",10222,0,2,1,5,3,3,1,148999.0,1,13,14,10,1915,2064-01-04,1,0,2,No,2,1/9/2012,11/4/2015,7.0,Voluntarily Terminated,2,Jennifer Zamora,5.0,Diversity Job Fair,Fully Meets,4.3,4,6,1/4/2015,0,8,Commute was becoming too taxing on my work-life balance.,No request made,3.1,33.3,3,40
"Saada, Adell",10126,1,1,0,1,4,3,0,86214.0,0,24,27,10,2132,1986-07-24,0,1,2,No,5,11/5/2012,11/4/2015,3.0,Active,5,Alex Sweetwater,10.0,Indeed,Fully Meets,4.2,3,6,2/13/2019,0,2,N/A - Still Employed,No request made,8.8,13.8,4,38
"Saar-Beckles, Melinda",10295,0,0,0,2,5,2,1,47750.0,0,19,22,10,1801,2068-06-06,0,3,2,No,2,7/4/2016,11/4/2015,3.0,Active,3,Kelley Spirea,18.0,Diversity Job Fair,Needs Improvement,2.6,4,0,2/18/2019,5,4,N/A - Still Employed,No request made,5.8,37.8,0,40
"Sadki, Nore",10260,0,0,1,5,5,3,0,46428.0,1,19,22,10,2148,2074-12-21,1,3,2,No,5,1/5/2009,7/30/2018,14.0,Voluntarily Terminated,3,Michael Albert,22.0,Google Search,Fully Meets,4.6,5,0,2/5/2018,0,7,Personal reasons related to family relocation.,Wants to move from Production to Admin for better hours.,10.3,37.9,0,40
"Sahoo, Adil",10233,1,1,1,1,5,3,0,57975.0,0,20,23,10,2062,1986-04-26,1,1,2,No,5,8/30/2010,11/4/2015,3.0,Active,3,Kelley Spirea,18.0,CareerBuilder,Fully Meets,4.1,3,0,1/10/2019,0,13,N/A - Still Employed,No request made,7.4,14.7,0,38
"Salter, Jason",10229,0,2,1,5,3,3,0,88527.0,1,9,7,10,2452,1987-12-17,1,0,2,No,2,1/5/2015,10/31/2015,7.0,Voluntarily Terminated,2,Simon Roup,4.0,LinkedIn,Fully Meets,4.2,3,5,4/20/2015,0,2,Commute was becoming too taxing on my work-life balance.,No request made,13.2,47.7,4,37
"Sander, Kamrin",10169,1,1,0,1,5,3,0,56147.0,0,19,22,10,2154,1988-07-10,0,1,2,No,2,9/29/2014,11/4/2015,3.0,Active,3,Elijiah Gray,16.0,LinkedIn,Fully Meets,3.51,3,0,2/18/2019,0,2,N/A - Still Employed,Seeking a change in management style.,14.3,42.2,1,36
"Sewkumar, Nori",10071,0,0,0,3,5,3,0,50923.0,0,19,22,10,2191,2075-03-10,0,3,2,No,1,9/30/2013,11/4/2015,3.0,Active,3,Webster Butler,14.570957095709572,Google Search,Fully Meets,5.0,5,0,2/6/2019,0,14,N/A - Still Employed,No request made,13.6,37.7,1,40
"Shepard, Anita",10179,1,1,0,1,3,3,0,50750.0,0,15,18,10,1773,1981-04-14,0,1,2,No,5,9/30/2014,11/4/2015,3.0,Active,2,Peter Monroe,7.0,LinkedIn,Fully Meets,3.31,3,6,1/7/2019,0,7,N/A - Still Employed,No request made,7.5,33.6,5,43
