Employee_Name,EmpID,MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,PositionID,Position,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences,Exit_Interview_Feedback,Internal_Transfer_Request,Avg_Overtime_Hours,Distance_From_Home_Km,Remote_Work_Frequency,Age
"Gonzalez, Maria",10101,0,3,0,1,3,3,0,61242,14,17,10,2472,1981-04-16,0,2,2,Yes,5,1/5/2015,11/4/2015,3,Active,2,Peter Monroe,7.0,Employee Referral,Fully Meets,4.61,4,5,1/28/2019,0,11,N/A - Still Employed,Interested in joining the IT department to leverage technical skills.,9.2,4.9,2,43
"Miller, Brannon",10116,0,0,1,1,5,3,0,83667,18,21,10,2045,1981-08-10,1,3,2,yes,3,8/16/2012,11/4/2015,3,Active,3,Janet King,2.0,Indeed,Fully Meets,4.37,3,0,1/14/2019,0,2,N/A - Still Employed,No request made,7.8,24.6,0,43
"Punjabhi, Louis  ",10225,0,0,1,1,5,3,0,59472,19,22,10,2109,2061-06-19,1,3,2,No,5,1/6/2014,11/4/2015,3,Active,3,Kelley Spirea,18.0,Employee Referral,Fully Meets,4.8,3,0,1/7/2019,0,14,N/A - Still Employed,No request made,1.4,10.9,1,40
"Clayton, Rick",10220,0,0,1,1,3,3,0,68678,14,17,10,2170,1985-09-05,1,3,2,No,5,9/5/2012,11/4/2015,3,Active,2,Eric Dougall,6.0,Indeed,Fully Meets,4.7,3,6,2/27/2019,0,2,N/A - Still Employed,No request made,0.5,13.3,5,39
"Barbossa, Hector",10012,0,2,1,1,3,4,1,92328,9,6,23,78230,1988-07-04,1,0,2,No,2,11/10/2014,11/4/2015,3,Active,2,Simon Roup,4.0,Diversity Job Fair,Exceeds,4.28,4,5,2/25/2019,0,9,N/A - Still Employed,No request made,13.6,38.3,4,36
"Carabbio, Judith",10085,0,0,0,1,4,3,0,93396,24,27,10,2132,1987-04-05,0,3,2,No,5,11/11/2013,11/4/2015,3,Active,5,Alex Sweetwater,10.0,Indeed,Fully Meets,4.96,4,6,1/30/2019,0,3,N/A - Still Employed,No request made,1.7,37.2,4,37
"Homberger, Adrienne  J",10195,1,1,0,5,5,3,0,63478,20,23,10,2445,1984-02-16,0,1,1,No,5,8/15/2011,4/7/2012,14,Voluntarily Terminated,3,Michael Albert,30.0,Indeed,Fully Meets,3.03,5,0,3/5/2012,0,16,Felt the growth opportunities were limited in the current department.,No request made,1.7,20.7,1,40
"Carey, Michael  ",10115,0,0,1,1,5,3,0,52846,19,22,10,1701,1983-02-02,1,3,2,No,2,3/31/2014,11/4/2015,3,Active,3,Kelley Spirea,18.0,LinkedIn,Fully Meets,4.43,3,0,2/1/2019,0,14,N/A - Still Employed,No request made,10.5,7.8,0,41
"Robinson, Cherly",10285,1,1,0,4,5,2,0,61422,19,22,10,1460,1985-01-07,0,1,2,No,5,1/10/2011,5/17/2016,4,Terminated for Cause,3,Ketsia Liebig,19.0,Indeed,Needs Improvement,3.6,3,0,4/5/2016,4,16,Felt the growth opportunities were limited in the current department.,No request made,7.6,35.7,1,39
"Darson, Jene'ya ",10056,1,1,0,1,5,3,0,57583,19,22,10,2110,1978-11-05,0,1,2,No,5,7/2/2012,11/4/2015,3,Active,3,Elijiah Gray,16.0,Indeed,Fully Meets,5.0,3,0,2/25/2019,0,1,N/A - Still Employed,No request made,13.3,26.6,0,46
"Wallace, Theresa",10293,0,0,0,5,5,2,0,50274,19,22,10,1887,1980-08-02,0,3,2,No,5,8/13/2012,9/1/2015,5,Voluntarily Terminated,3,Elijiah Gray,16.0,CareerBuilder,Needs Improvement,2.5,3,0,9/5/2014,6,13,Commute was becoming too taxing on my work-life balance.,No request made,11.5,9.1,0,44
"Gray, Elijiah  ",10098,0,2,1,1,5,3,0,62957,18,21,10,1752,1981-07-11,1,0,2,No,5,6/2/2015,11/4/2015,3,Active,3,Janet King,2.0,Employee Referral,Fully Meets,4.63,3,0,1/4/2019,0,2,N/A - Still Employed,No request made,2.4,14.2,0,43
"Smith, John",10291,0,2,1,1,6,2,1,72992,21,24,10,1886,1984-08-16,1,0,2,No,2,5/18/2014,11/4/2015,3,Active,4,Debra Houlihan,15.0,Diversity Job Fair,Needs Improvement,2.4,4,0,1/16/2019,2,16,N/A - Still Employed,Requested relocation to another state office.,11.3,35.8,2,40
"Robinson, Alain  ",10047,1,1,1,5,5,3,0,50428,19,22,10,1420,2074-01-07,1,1,2,No,2,1/10/2011,1/26/2016,4,Voluntarily Terminated,3,Amy Dunn,11.0,Indeed,Fully Meets,5.0,3,0,1/10/2015,0,11,Felt the growth opportunities were limited in the current department.,No request made,4.9,30.8,0,40
"Becker, Renee",10245,0,0,0,4,3,3,0,110000,8,9,10,2026,1986-04-04,0,3,2,Yes,5,7/7/2014,9/12/2015,13,Terminated for Cause,2,Simon Roup,4.0,Google Search,Fully Meets,4.5,4,5,1/15/2015,0,8,Seeking a more innovative company culture.,No request made,3.8,49.5,4,38
"Goble, Taisha",10246,0,0,0,4,3,3,0,114800,8,9,10,2127,2071-10-23,0,3,2,No,5,2/16/2015,3/15/2015,12,Terminated for Cause,2,Simon Roup,4.0,Indeed,Fully Meets,4.6,4,4,1/20/2015,0,10,Found a position that allows for 100% remote work.,No request made,4.1,49.4,3,40
"Costello, Frank",10193,1,1,1,1,3,3,0,83552,9,6,10,1810,1986-08-26,1,1,2,No,5,3/30/2015,11/4/2015,3,Active,2,Simon Roup,4.0,Indeed,Fully Meets,3.04,3,6,1/22/2019,0,2,N/A - Still Employed,Seeking a change in management style.,10.3,45.9,2,38
"Heitzman, Anthony",10129,0,0,1,1,5,3,0,46998,19,22,10,2149,1984-01-04,1,3,2,No,5,8/13/2012,11/4/2015,3,Active,3,Ketsia Liebig,19.0,Google Search,Fully Meets,4.17,4,0,2/11/2019,0,1,N/A - Still Employed,Requested relocation to another state office.,3.6,33.3,1,40
"Faller, Megan ",10263,1,1,0,1,5,3,0,71776,20,23,10,1824,1978-09-22,0,1,2,No,2,7/7/2014,11/4/2015,3,Active,3,Elijiah Gray,16.0,LinkedIn,Fully Meets,4.4,5,0,2/22/2019,0,17,N/A - Still Employed,No request made,8.0,20.1,0,46
"Gonzalez, Cayo",10031,0,2,1,1,5,4,1,59892,19,22,10,2108,2069-09-29,1,0,2,No,2,7/11/2011,11/4/2015,3,Active,3,Brannon Miller,12.0,Diversity Job Fair,Exceeds,4.5,4,0,2/18/2019,0,1,N/A - Still Employed,No request made,6.5,1.3,0,40
"Villanueva, Noah",10253,0,0,1,1,6,3,0,55875,3,2,11,4063,1989-07-11,1,3,2,No,1,3/5/2012,11/4/2015,3,Active,4,John Smith,17.0,Website,Fully Meets,4.5,4,0,1/18/2019,0,11,N/A - Still Employed,No request made,14.7,20.4,2,35
"Cloninger, Jennifer",10275,1,1,0,5,5,3,0,64066,20,23,10,1752,1981-08-31,0,1,2,No,5,5/16/2011,1/7/2013,17,Voluntarily Terminated,3,Brannon Miller,12.0,Google Search,Fully Meets,4.2,5,0,5/3/2012,0,9,Found a position that allows for 100% remote work.,No request made,7.4,32.8,0,43
"Fidelia,  Libby",10049,1,1,0,1,5,3,0,58530,19,22,10,2155,1981-03-16,0,1,2,No,5,1/9/2012,11/4/2015,3,Active,3,Brannon Miller,12.0,Google Search,Fully Meets,5.0,5,0,1/29/2019,0,19,N/A - Still Employed,No request made,14.6,39.5,0,43
"Linden, Mathew",10137,1,1,1,3,5,3,0,63450,20,23,10,1770,1979-03-19,1,1,2,No,5,7/8/2013,11/4/2015,3,Active,3,Kelley Spirea,18.0,LinkedIn,Fully Meets,4.0,3,0,2/18/2019,0,7,N/A - Still Employed,No request made,7.3,25.7,0,45
"Akinkuolie, Sarah",10196,1,1,0,5,5,3,0,64955,20,23,10,1810,1988-09-19,0,1,2,No,5,7/5/2011,9/24/2012,7,Voluntarily Terminated,3,Kissy Sullivan,20.0,LinkedIn,Fully Meets,3.02,3,0,5/15/2012,0,3,Management style didn't align with my personal work ethics.,No request made,8.4,31.1,0,36
"Barton, Nader",10066,0,2,1,5,5,3,0,52505,19,22,10,2747,1977-07-15,1,0,2,No,5,9/24/2012,4/6/2017,0,Voluntarily Terminated,3,Michael Albert,22.0,On-line Web application,Fully Meets,5.0,5,0,3/2/2017,0,1,Found a position that allows for 100% remote work.,No request made,5.1,25.9,0,47
"Saar-Beckles, Melinda",10295,0,0,0,2,5,2,1,47750,19,22,10,1801,2068-06-06,0,3,2,No,2,7/4/2016,11/4/2015,3,Active,3,Kelley Spirea,18.0,Diversity Job Fair,Needs Improvement,2.6,4,0,2/18/2019,5,4,N/A - Still Employed,No request made,5.8,37.8,0,40
"Ruiz, Ricardo",10222,0,2,1,5,3,3,1,148999,13,14,10,1915,2064-01-04,1,0,2,No,2,1/9/2012,11/4/2015,7,Voluntarily Terminated,2,Jennifer Zamora,5.0,Diversity Job Fair,Fully Meets,4.3,4,6,1/4/2015,0,8,Commute was becoming too taxing on my work-life balance.,No request made,3.1,33.3,3,40
"Rivera, Haley  ",10011,1,1,0,1,5,4,0,46738,19,22,10,2171,2073-01-12,0,1,2,No,1,11/28/2011,11/4/2015,3,Active,3,Webster Butler,14.570957095709572,Google Search,Exceeds,4.36,5,0,2/11/2019,0,16,N/A - Still Employed,No request made,13.8,29.4,1,40
"Bugali, Josephine ",10203,0,3,0,3,5,3,1,64375,19,22,10,2043,2069-10-30,0,2,2,No,2,11/11/2013,11/4/2015,3,Active,3,Kissy Sullivan,20.0,Diversity Job Fair,Fully Meets,3.5,5,0,1/21/2019,0,17,N/A - Still Employed,No request made,7.5,47.8,0,40
"Foss, Jason",10015,0,0,1,1,3,4,0,178000,12,13,10,1460,1980-07-05,1,3,2,No,2,4/15/2011,11/4/2015,3,Active,2,Jennifer Zamora,5.0,Indeed,Exceeds,5.0,5,5,1/7/2019,0,15,N/A - Still Employed,No request made,14.7,38.0,3,44
"Tannen, Biff",10173,1,1,1,1,3,3,0,90100,4,3,10,2134,1987-10-24,1,1,2,No,5,4/20/2017,11/4/2015,3,Active,2,Brian Champaigne,13.0,Indeed,Fully Meets,3.4,3,6,1/2/2019,0,14,N/A - Still Employed,No request made,6.4,41.2,5,37
"Daniele, Ann  ",10212,1,1,0,3,3,3,0,85028,28,31,4,6033,2052-01-18,0,1,2,No,5,11/10/2014,11/4/2015,3,Active,2,Peter Monroe,7.0,LinkedIn,Fully Meets,3.1,5,8,2/12/2019,0,19,N/A - Still Employed,No request made,6.4,10.6,2,40
"Chang, Donovan  E",10154,0,0,1,1,5,3,0,60380,19,22,10,1845,1983-08-24,1,3,2,No,5,7/8/2013,11/4/2015,3,Active,3,Webster Butler,14.570957095709572,LinkedIn,Fully Meets,3.8,5,0,1/14/2019,0,4,N/A - Still Employed,No request made,4.0,40.7,1,41
"Biden, Lowan  M",10226,0,2,0,1,5,3,0,64919,19,22,10,2027,2058-12-27,0,0,2,No,1,8/19/2013,11/4/2015,3,Active,3,Ketsia Liebig,19.0,Indeed,Fully Meets,4.2,3,0,1/10/2019,0,2,N/A - Still Employed,No request made,7.4,7.6,1,40
"Barone, Francesco  A",10265,0,0,1,1,5,3,0,58709,19,22,10,1810,1983-07-20,1,3,2,No,4,2/20/2012,11/4/2015,3,Active,3,Kelley Spirea,18.0,Google Search,Fully Meets,4.6,4,0,2/14/2019,0,7,N/A - Still Employed,No request made,6.9,33.2,0,41
"Pearson, Randall",10259,1,1,1,5,3,3,0,93093,9,6,10,2747,1984-09-05,1,1,2,No,5,12/1/2014,5/1/2016,13,Voluntarily Terminated,2,Simon Roup,4.0,Employee Referral,Fully Meets,4.7,4,5,1/16/2016,0,19,Commute was becoming too taxing on my work-life balance.,No request made,3.1,31.2,4,40
"Le, Binh",10232,0,0,0,1,3,3,0,81584,22,25,10,1886,1987-06-14,0,3,2,No,1,10/2/2016,11/4/2015,3,Active,2,Brian Champaigne,13.0,Indeed,Fully Meets,4.1,5,7,1/8/2019,0,2,N/A - Still Employed,Wants to move from Production to Admin for better hours.,6.9,45.5,4,37
"Baczenski, Rachael  ",10252,1,1,0,5,5,3,1,54670,19,22,10,1902,2074-01-12,0,1,2,Yes,2,1/10/2011,1/12/2017,0,Voluntarily Terminated,3,David Stanley,14.0,Diversity Job Fair,Fully Meets,4.2,4,0,1/30/2016,0,12,Personal reasons related to family relocation.,Wants to move from Production to Admin for better hours.,13.7,6.0,0,40
"Latif, Mohammed",10249,1,1,1,5,5,3,0,61962,20,23,10,2126,1984-05-09,1,1,2,No,5,4/2/2012,4/15/2013,11,Voluntarily Terminated,3,Kissy Sullivan,20.0,Google Search,Fully Meets,4.9,3,0,2/20/2013,0,20,Offered a significantly higher salary at a competitor.,No request made,10.7,14.7,0,40
"Cockel, James",10261,0,0,1,1,5,3,0,63108,19,22,10,2452,1977-09-08,1,3,2,No,5,7/8/2013,11/4/2015,3,Active,3,David Stanley,14.0,Employee Referral,Fully Meets,4.4,5,0,1/14/2019,0,3,N/A - Still Employed,No request made,5.3,25.5,0,47
"Panjwani, Nina",10148,1,1,0,5,5,3,0,63515,19,22,10,2351,1979-05-01,0,1,2,No,5,2/7/2011,1/12/2014,0,Voluntarily Terminated,3,Elijiah Gray,16.0,Google Search,Fully Meets,3.89,4,0,3/4/2013,0,7,Found a position that allows for 100% remote work.,No request made,13.7,44.3,0,45
"Lynch, Lindsay",10004,0,0,0,5,5,4,1,47434,19,22,10,1844,2073-02-14,0,3,2,Yes,2,11/7/2011,11/14/2015,0,Voluntarily Terminated,3,Webster Butler,39.0,Diversity Job Fair,Exceeds,5.0,4,0,2/2/2015,0,17,Personal reasons related to family relocation.,No request made,11.8,3.6,1,40
"Goyal, Roxana",10256,1,1,0,3,5,3,0,49256,19,22,10,1864,2074-10-09,0,1,2,No,1,8/19/2013,11/4/2015,3,Active,3,Kissy Sullivan,20.0,LinkedIn,Fully Meets,4.1,5,0,2/15/2019,0,3,N/A - Still Employed,No request made,4.0,11.2,0,40
"Jeannite, Tayana",10009,0,2,0,1,5,4,0,60724,20,23,10,1821,1986-11-06,0,0,2,No,0,7/5/2011,11/4/2015,3,Active,3,Ketsia Liebig,19.0,LinkedIn,Exceeds,4.6,4,0,2/25/2019,0,11,N/A - Still Employed,No request made,5.5,35.0,0,38
"Motlagh,  Dawn",10254,0,2,0,1,5,3,0,63430,19,22,10,2453,1984-07-07,0,0,2,No,5,4/1/2013,11/4/2015,3,Active,3,Elijiah Gray,16.0,LinkedIn,Fully Meets,4.4,4,0,1/17/2019,0,18,N/A - Still Employed,No request made,3.1,13.6,1,40
"Robinson, Elias",10020,0,4,1,1,5,4,0,63353,19,22,10,1730,1985-01-28,1,4,2,No,5,7/8/2013,11/4/2015,3,Active,3,Brannon Miller,12.0,Employee Referral,Exceeds,3.6,5,0,2/11/2019,0,4,N/A - Still Employed,No request made,8.4,48.6,1,39
"Morway, Tanya",10151,1,1,0,1,3,3,0,52599,15,18,10,2048,1979-04-04,0,1,2,No,5,2/16/2015,11/4/2015,3,Active,2,Peter Monroe,7.0,CareerBuilder,Fully Meets,3.81,3,6,2/11/2019,0,6,N/A - Still Employed,No request made,7.8,9.6,5,45
"Beak, Kimberly  ",10023,1,1,0,2,5,4,0,70131,20,23,10,2145,2066-04-17,0,1,2,No,5,7/21/2016,11/4/2015,3,Active,3,Kelley Spirea,18.0,Employee Referral,Exceeds,4.4,3,0,1/14/2019,0,16,N/A - Still Employed,No request made,13.9,30.3,0,40
"Beatrice, Courtney ",10055,0,0,0,1,5,3,0,59026,19,22,10,1915,2070-10-27,0,3,0,No,5,4/4/2011,11/4/2015,3,Active,3,Elijiah Gray,16.0,Google Search,Fully Meets,5.0,5,0,1/14/2019,0,12,N/A - Still Employed,No request made,1.3,22.6,0,40
"Good, Susan",10237,1,1,0,3,5,3,0,66825,20,23,10,1886,1986-05-25,0,1,2,No,5,5/12/2014,11/4/2015,3,Active,3,David Stanley,14.0,LinkedIn,Fully Meets,4.6,3,0,2/7/2019,0,20,N/A - Still Employed,No request made,11.8,37.4,0,38
"Rhoads, Thomas",10058,0,2,1,5,5,3,0,45115,19,22,10,2176,1982-07-22,1,0,2,Yes,5,5/16/2011,1/15/2016,15,Voluntarily Terminated,3,Elijiah Gray,16.0,LinkedIn,Fully Meets,5.0,4,0,3/30/2015,0,11,Management style didn't align with my personal work ethics.,No request made,7.3,32.0,0,42
"Wang, Charlie",10172,0,0,1,1,3,3,0,84903,22,25,10,1887,1981-07-08,1,3,2,No,1,2/15/2017,11/4/2015,3,Active,2,Brian Champaigne,13.0,Indeed,Fully Meets,3.42,4,7,1/4/2019,0,17,N/A - Still Employed,No request made,7.2,47.5,3,43
"Leach, Dallas",10087,0,0,0,5,5,3,0,63676,19,22,10,1810,1979-01-17,0,3,2,No,1,9/26/2011,8/19/2018,16,Voluntarily Terminated,3,Kissy Sullivan,20.0,CareerBuilder,Fully Meets,4.88,3,0,7/2/2017,0,17,Commute was becoming too taxing on my work-life balance.,No request made,12.1,14.3,0,45
"Veera, Abdellah ",10014,0,2,1,5,5,4,0,58523,19,22,10,2171,1987-01-31,1,0,2,No,5,8/13/2012,2/5/2016,8,Voluntarily Terminated,3,Kissy Sullivan,20.0,LinkedIn,Exceeds,4.5,5,0,2/1/2016,0,15,Personal reasons related to family relocation.,No request made,6.4,12.2,0,37
"Saada, Adell",10126,1,1,0,1,4,3,0,86214,24,27,10,2132,1986-07-24,0,1,2,No,5,11/5/2012,11/4/2015,3,Active,5,Alex Sweetwater,10.0,Indeed,Fully Meets,4.2,3,6,2/13/2019,0,2,N/A - Still Employed,No request made,8.8,13.8,4,38
"Corleone, Vito",10019,0,0,1,1,5,4,0,170500,10,10,10,2030,1983-03-19,1,3,2,No,2,1/5/2009,11/4/2015,3,Active,3,Janet King,2.0,Indeed,Exceeds,3.7,5,0,2/4/2019,0,15,N/A - Still Employed,No request made,7.6,28.1,0,41
"Purinton, Janine",10262,0,2,0,5,5,3,0,46430,19,22,10,2474,2070-09-22,0,0,2,No,5,9/24/2012,6/18/2013,17,Voluntarily Terminated,3,Kissy Sullivan,20.0,Indeed,Fully Meets,4.5,5,0,4/2/2013,0,16,Offered a significantly higher salary at a competitor.,No request made,6.7,24.6,0,40
"Onque, Jasmine",10121,0,0,0,1,6,3,0,63051,3,2,5,33174,1990-05-11,0,3,2,Yes,5,9/30/2013,11/4/2015,3,Active,4,Lynn Daneault,21.0,Indeed,Fully Meets,4.28,3,0,1/25/2019,0,1,N/A - Still Employed,No request made,13.4,3.2,2,34
"Hunts, Julissa",10201,0,0,0,2,5,3,0,69340,20,23,10,2021,1984-03-11,0,3,2,No,5,6/6/2016,11/4/2015,3,Active,3,Elijiah Gray,16.0,LinkedIn,Fully Meets,3.0,5,0,1/18/2019,0,4,N/A - Still Employed,No request made,10.6,48.0,0,40
"Sutwell, Barbara",10209,0,0,0,1,5,3,0,59238,19,22,10,2718,2068-08-15,0,3,0,No,1,5/14/2012,11/4/2015,3,Active,3,Elijiah Gray,16.0,Indeed,Fully Meets,3.4,5,0,1/31/2019,0,13,N/A - Still Employed,No request made,13.4,38.8,1,40
"Trang, Mei",10287,0,0,0,1,5,2,0,63025,19,22,10,2021,1983-05-16,0,3,2,No,5,2/17/2014,11/4/2015,3,Active,3,David Stanley,14.0,LinkedIn,Needs Improvement,2.44,5,0,2/11/2019,4,18,N/A - Still Employed,No request made,10.7,16.8,0,41
"Dolan, Linda",10133,1,1,0,1,3,3,0,70621,14,17,10,2119,1988-07-18,0,1,2,No,5,1/5/2015,11/4/2015,3,Active,2,Peter Monroe,7.0,Employee Referral,Fully Meets,4.11,4,6,2/25/2019,0,16,N/A - Still Employed,No request made,5.2,47.5,3,36
"Gill, Whitney  ",10142,0,4,0,4,6,3,0,59370,3,2,18,43050,2071-07-10,0,4,2,No,2,7/7/2014,9/5/2015,4,Terminated for Cause,4,John Smith,17.0,CareerBuilder,Fully Meets,3.97,4,0,1/15/2014,0,7,Found a position that allows for 100% remote work.,No request made,12.7,46.4,3,40
"Oliver, Brooke ",10078,1,1,0,5,5,3,0,71966,20,23,10,2492,2052-02-11,0,1,2,No,1,5/14/2012,8/19/2013,17,Voluntarily Terminated,3,Webster Butler,39.0,LinkedIn,Fully Meets,5.0,3,0,7/2/2013,0,17,Offered a significantly higher salary at a competitor.,No request made,13.2,12.2,0,40
"Evensen, April",10296,0,0,0,4,5,2,0,59124,19,22,10,2458,1989-05-06,0,3,2,No,5,2/17/2014,2/25/2018,12,Terminated for Cause,3,Elijiah Gray,16.0,Google Search,Needs Improvement,2.3,3,0,1/15/2017,5,19,Commute was becoming too taxing on my work-life balance.,No request made,0.1,28.7,1,35
"Chigurh, Anton",10200,0,0,1,1,6,3,0,66808,3,2,23,78207,2070-06-11,1,3,0,No,2,5/14/2012,11/4/2015,3,Active,4,Lynn Daneault,21.0,Employee Referral,Fully Meets,3.0,5,0,1/19/2019,0,17,N/A - Still Employed,No request made,11.9,37.5,2,40
"Boutwell, Bonalyn",10081,1,1,0,1,1,3,1,106367,26,29,10,2468,1987-04-04,0,1,2,No,2,2/16/2015,11/4/2015,3,Active,0,Brandon R. LeBlanc,3.0,Diversity Job Fair,Fully Meets,5.0,4,3,2/18/2019,0,4,N/A - Still Employed,No request made,7.5,26.7,2,37
"Engdahl, Jean",10247,0,0,1,1,5,3,0,48888,19,22,10,2026,2074-05-31,1,3,2,No,5,11/10/2014,11/4/2015,3,Active,3,Kelley Spirea,18.0,LinkedIn,Fully Meets,4.7,5,0,2/13/2019,0,8,N/A - Still Employed,Seeking a change in management style.,1.8,8.1,0,40
"Strong, Caitrin",10241,1,1,0,1,6,3,0,60120,3,2,12,59102,1989-05-12,0,1,2,No,2,9/27/2010,11/4/2015,3,Active,4,John Smith,17.0,Indeed,Fully Meets,4.1,4,0,1/31/2019,0,18,N/A - Still Employed,No request made,9.9,12.8,1,35
"Manchester, Robyn",10077,1,1,0,2,5,3,0,62385,20,23,10,2324,1976-08-25,0,1,2,No,5,5/11/2016,11/4/2015,3,Active,3,Webster Butler,14.570957095709572,LinkedIn,Fully Meets,5.0,3,0,1/21/2019,0,4,N/A - Still Employed,No request made,0.9,6.2,1,48
"Bates, Norman",10061,0,0,1,4,5,3,0,57834,19,22,10,2050,1981-10-18,1,3,2,No,5,2/21/2011,8/4/2017,4,Terminated for Cause,3,Kelley Spirea,18.0,Google Search,Fully Meets,5.0,4,0,4/5/2017,0,20,Commute was becoming too taxing on my work-life balance.,No request made,1.0,29.4,0,43
"Anderson, Carol ",10069,0,2,0,5,5,3,0,50825,19,22,10,2169,1989-09-08,0,0,2,No,5,7/11/2011,9/6/2016,16,Voluntarily Terminated,3,Webster Butler,39.0,Google Search,Fully Meets,5.0,4,0,2/1/2016,0,2,Commute was becoming too taxing on my work-life balance.,No request made,0.3,41.8,0,35
"Hudson, Jane",10248,0,0,0,1,5,3,0,55425,19,22,10,2176,1986-06-10,0,3,2,No,5,2/20/2012,11/4/2015,3,Active,3,Ketsia Liebig,19.0,LinkedIn,Fully Meets,4.8,4,0,1/7/2019,0,4,N/A - Still Employed,No request made,8.3,39.1,0,38
